SMILES,Metal,LogK1
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Dy+++,10.41
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Gd+++,9.53
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Nd+++,8.64
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Pr+++,9.09
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Sm+++,9.38
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O,Yb+++,10.47
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Ce+++,7.87
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Eu+++,8.13
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Tb+++,8.27
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Dy+++,8.43
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Er+++,8.51
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Gd+++,8.17
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Ho+++,8.49
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Lu+++,9.11
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Nd+++,8.07
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Pr+++,7.89
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Sm+++,8.14
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Tm+++,8.85
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O,Yb+++,9.08
CC(C)[C@H](NC(=O)CN)C(=O)O,Ce+++,3.62
CC(C)[C@H](NC(=O)CN)C(=O)O,Nd+++,3.76
CC(C)[C@H](NC(=O)CN)C(=O)O,Pr+++,3.7
CC(C)[C@H](NC(=O)CN)C(=O)O,Sm+++,3.91
O=[N+]([O-])[O-],Ce+++,0.03
O=[N+]([O-])[O-],Eu+++,0.87
O=[N+]([O-])[O-],Tb+++,0.05
O=[N+]([O-])[O-],Gd+++,0.21
O=[N+]([O-])[O-],Ce++++,0.33
O=[N+]([O-])[O-],Pm+++,0.24
Cc1c(O)c(=O)ccn1C,Gd+++,7.82
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Eu+++,11.14
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Tb+++,11.95
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Dy+++,10.93
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Er+++,11.5
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Gd+++,11.2
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Ho+++,11.78
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Lu+++,12.25
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Nd+++,12.38
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Pr+++,11.5
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Sm+++,10.86
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Tm+++,11.32
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O,Yb+++,11.49
O=P(O)(O)CN1CCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCC1,Eu+++,18.9
O=P(O)(O)CN1CCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCC1,Nd+++,17.8
O=P(O)(O)CN1CCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCC1,Ho+++,20.03
O=P(O)(O)CN1CCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCC1,Sm+++,19.11
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Ce+++,15.5
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Eu+++,17.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Tb+++,17.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Dy+++,17.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Er+++,17.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Gd+++,17.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Ho+++,17.3
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Lu+++,17.0
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Nd+++,17.0
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Pr+++,16.5
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Sm+++,17.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Tm+++,17.1
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)CN(CC(=O)O)CC1,Yb+++,17.0
NCCC(=O)O,Ce+++,5.9
NCCC(=O)O,Nd+++,6.24
NCCC(=O)O,Pr+++,6.08
NCCC(=O)O,Sm+++,6.4
O=Nc1c(O)ccc2ccccc12,Ce+++,4.16
O=Nc1c(O)ccc2ccccc12,Eu+++,4.53
O=Nc1c(O)ccc2ccccc12,Tb+++,4.34
O=Nc1c(O)ccc2ccccc12,Dy+++,4.3
O=Nc1c(O)ccc2ccccc12,Er+++,4.36
O=Nc1c(O)ccc2ccccc12,Gd+++,4.44
O=Nc1c(O)ccc2ccccc12,Ho+++,4.33
O=Nc1c(O)ccc2ccccc12,Lu+++,4.48
O=Nc1c(O)ccc2ccccc12,Nd+++,4.44
O=Nc1c(O)ccc2ccccc12,Pr+++,4.29
O=Nc1c(O)ccc2ccccc12,Sm+++,4.62
O=Nc1c(O)ccc2ccccc12,Tm+++,4.38
O=Nc1c(O)ccc2ccccc12,Yb+++,4.46
C=COCCN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Eu+++,19.05
Oc1cccnc1O,Eu+++,8.26
Oc1cccnc1O,Sm+++,8.18
O=C(O)c1cccc(C(=O)O)n1,Eu+++,8.83
O=C(O)c1cccc(C(=O)O)n1,Tb+++,8.09
O=C(O)c1cccc(C(=O)O)n1,Ce+++,5.5
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,17.02
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,18.45
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,18.99
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,19.47
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,19.99
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,18.48
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,19.71
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,20.92
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,17.65
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,17.32
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,18.2
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,20.4
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,20.74
O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCNCC1,Eu+++,18.3
O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCNCC1,Er+++,19.2
O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCNCC1,Gd+++,18.2
O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCNCC1,Lu+++,19.3
O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCNCC1,Nd+++,17.2
O=C(CC(=O)C(=O)O)NO,Ce+++,9.75
O=C(CC(=O)C(=O)O)NO,Tb+++,11.24
O=C(CC(=O)C(=O)O)NO,Nd+++,10.42
O=C(CC(=O)C(=O)O)NO,Pr+++,10.17
O=C(CC(=O)C(=O)O)NO,Tm+++,11.71
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Gd+++,21.8
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Ho+++,21.85
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Nd+++,21.47
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Sm+++,22.39
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Tm+++,21.41
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Ce+++,13.75
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Yb+++,9.98
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Ce+++,10.89
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Eu+++,12.23
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Tb+++,11.52
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Dy+++,11.55
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Er+++,11.15
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Gd+++,11.66
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Ho+++,11.34
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Lu+++,10.33
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Nd+++,11.6
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Pr+++,11.31
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Sm+++,11.72
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Tm+++,10.79
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1,Yb+++,10.76
C[C@@H](O)[C@H](N)C(=O)O,Ce+++,4.89
C[C@@H](O)[C@H](N)C(=O)O,Gd+++,4.64
C[C@@H](O)[C@H](N)C(=O)O,Nd+++,5.03
C[C@@H](O)[C@H](N)C(=O)O,Pr+++,4.9
C[C@@H](O)[C@H](N)C(=O)O,Sm+++,4.98
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Eu+++,3.82
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Tb+++,3.48
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Dy+++,3.39
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Gd+++,3.7
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Nd+++,3.76
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Pr+++,3.67
O=Nc1cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)ccc2c1O,Sm+++,3.89
CC1CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)C1,Gd+++,14.7
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,17.19
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,18.7
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,19.7
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,19.3
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Er+++,19.3
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,19.4
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,19.5
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,19.1
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,17.9
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,17.6
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,18.62
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,19.1
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,19.5
NC(=O)CC[C@H](N)C(=O)O,Ce+++,3.95
NC(=O)CC[C@H](N)C(=O)O,Nd+++,4.53
NC(=O)CC[C@H](N)C(=O)O,Pr+++,4.28
NC(=O)CC[C@H](N)C(=O)O,Tb+++,3.67
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Ce+++,13.91
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Eu+++,15.71
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Tb+++,15.48
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Dy+++,15.35
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Er+++,14.81
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Gd+++,15.42
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Ho+++,15.02
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Lu+++,14.74
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Nd+++,15.1
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Pr+++,14.82
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Sm+++,15.66
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Tm+++,14.79
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)c1ccccc1)CC(=O)O,Yb+++,14.88
CC(C)(NCCNC(C)(C)P(=O)(O)O)P(=O)(O)O,Eu+++,12.25
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Ce+++,9.25
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Tb+++,11.75
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Dy+++,12.25
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Gd+++,11.1
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Ho+++,12.75
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Nd+++,10.35
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Pr+++,9.4
CC(NC(C(=O)O)C(C)C)c1ccccc1O,Sm+++,10.75
c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,Sm+++,4.7
NCC(=O)NCC(=O)O,Ce+++,3.6
NCC(=O)NCC(=O)O,Pr+++,3.75
NCC(=O)NCC(=O)O,Sm+++,4.08
NCC(=O)NCC(=O)O,Eu+++,2.65
NCC(=O)NCC(=O)O,Gd+++,2.35
NCC(=O)NCC(=O)O,Ho+++,2.65
NCC(=O)NCC(=O)O,Nd+++,2.35
NCC(=O)NCC(=O)O,Yb+++,2.75
O=C(O)c1ccc([N+](=O)[O-])cc1,Eu+++,1.78
O=C(O)c1ccc([N+](=O)[O-])cc1,Dy+++,1.63
O=C(O)c1ccc([N+](=O)[O-])cc1,Er+++,1.67
O=C(O)c1ccc([N+](=O)[O-])cc1,Gd+++,1.73
O=C(O)c1ccc([N+](=O)[O-])cc1,Ho+++,1.62
O=C(O)c1ccc([N+](=O)[O-])cc1,Lu+++,1.67
O=C(O)c1ccc([N+](=O)[O-])cc1,Nd+++,1.81
O=C(O)c1ccc([N+](=O)[O-])cc1,Sm+++,1.89
O=C(O)c1ccc([N+](=O)[O-])cc1,Yb+++,1.68
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Ce+++,4.09
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Eu+++,4.56
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Tb+++,4.42
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Dy+++,4.36
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Er+++,4.3
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Gd+++,4.43
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Ho+++,4.32
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Lu+++,4.33
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Nd+++,4.49
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Pr+++,4.32
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Sm+++,4.6
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Tm+++,4.26
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12,Yb+++,4.39
NC(COP(=O)(O)O)C(=O)O,Yb+++,6.12
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Ce+++,5.16
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Eu+++,5.26
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Pr+++,5.35
CCCCOP(=O)(O)CN1CCN(CP(=O)(O)OCCCC)CCN(CP(=O)(O)OCCCC)CCN(CP(=O)(O)OCCCC)CC1,Gd+++,12.19
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Eu+++,2.49
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Tb+++,2.0
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Dy+++,1.87
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Er+++,1.86
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Ho+++,1.79
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Lu+++,2.07
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Nd+++,2.54
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Pr+++,2.25
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Sm+++,2.51
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,Yb+++,2.03
NC(C(=O)O)C(O)C(N)C(=O)O,Nd+++,6.07
NC(C(=O)O)C(O)C(N)C(=O)O,Pr+++,5.85
CN(C)C(P(=O)(O)O)P(=O)(O)O,Gd+++,17.6
CN(C)C(P(=O)(O)O)P(=O)(O)O,Nd+++,16.0
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,13.47
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,14.82
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,14.83
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,14.83
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,14.51
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,14.76
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,14.67
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,14.1
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,14.22
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,13.97
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,14.76
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,14.41
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,14.32
CC(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Gd+++,18.48
O=S(=O)(O)c1ccc(O)c(CNCC(CNCc2cc(S(=O)(=O)O)ccc2O)NCc2cc(S(=O)(=O)O)ccc2O)c1,Gd+++,14.5
O=S(=O)(O)c1ccc(O)c(CNCC(CNCc2cc(S(=O)(=O)O)ccc2O)NCc2cc(S(=O)(=O)O)ccc2O)c1,Ho+++,14.71
O=S(=O)(O)c1ccc(O)c(CNCC(CNCc2cc(S(=O)(=O)O)ccc2O)NCc2cc(S(=O)(=O)O)ccc2O)c1,Nd+++,13.59
O=S(=O)(O)c1ccc(O)c(CNCC(CNCc2cc(S(=O)(=O)O)ccc2O)NCc2cc(S(=O)(=O)O)ccc2O)c1,Yb+++,15.15
Nc1ccc(C(=O)O)cc1,Eu+++,2.12
Nc1ccc(C(=O)O)cc1,Dy+++,1.98
Nc1ccc(C(=O)O)cc1,Er+++,1.94
Nc1ccc(C(=O)O)cc1,Gd+++,2.1
Nc1ccc(C(=O)O)cc1,Ho+++,1.94
Nc1ccc(C(=O)O)cc1,Lu+++,1.96
Nc1ccc(C(=O)O)cc1,Nd+++,2.17
Nc1ccc(C(=O)O)cc1,Sm+++,2.26
Nc1ccc(C(=O)O)cc1,Yb+++,1.96
Nc1ccc(C(=O)O)cc1,Ce+++,2.27
Nc1ccc(C(=O)O)cc1,Tb+++,2.39
Nc1ccc(C(=O)O)cc1,Pr+++,2.39
Nc1ccc(C(=O)O)cc1,Tm+++,2.14
NC(=O)CN(CC(=O)O)CC(=O)O,Ce+++,6.85
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,Eu+++,3.7
CC(C)C[C@H](N)C(=O)O,Ce+++,5.03
CC(C)C[C@H](N)C(=O)O,Gd+++,5.21
CC(C)C[C@H](N)C(=O)O,Nd+++,4.93
CC(C)C[C@H](N)C(=O)O,Pr+++,5.25
CC(C)C[C@H](N)C(=O)O,Sm+++,5.39
CC(C)C[C@H](N)C(=O)O,Eu+++,6.15
CC(C)C[C@H](N)C(=O)O,Tb+++,6.15
CC(C)C[C@H](N)C(=O)O,Dy+++,6.17
CC(C)C[C@H](N)C(=O)O,Er+++,6.2
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ce+++,19.59
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Eu+++,22.68
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tb+++,23.15
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,22.95
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ho+++,23.88
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Lu+++,24.26
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Nd+++,20.36
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Sm+++,21.24
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tm+++,24.09
CC(C)(C)NC(=O)CN(CCN(CC(=O)O)CC(=O)NC(C)(C)C)CC(=O)O,Gd+++,12.76
CCCNC(=O)[C@H](O)[C@@H](O)C(=O)O,Pr+++,2.76
C1COCCN2CCOCCN(CCO1)CCOCC2,Ho+++,6.21
C1COCCN2CCOCCN(CCO1)CCOCC2,Lu+++,6.55
C1COCCN2CCOCCN(CCO1)CCOCC2,Sm+++,6.8
C1COCCN2CCOCCN(CCO1)CCOCC2,Yb+++,6.51
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,Eu+++,17.78
CN(CC(=O)O)CC(=O)O,Eu+++,6.66
CN(CC(=O)O)CC(=O)O,Tb+++,6.99
CN(CC(=O)O)CC(=O)O,Dy+++,7.0
CN(CC(=O)O)CC(=O)O,Er+++,7.27
CN(CC(=O)O)CC(=O)O,Gd+++,6.68
CN(CC(=O)O)CC(=O)O,Ho+++,7.18
CN(CC(=O)O)CC(=O)O,Lu+++,7.34
CN(CC(=O)O)CC(=O)O,Nd+++,6.68
CN(CC(=O)O)CC(=O)O,Pr+++,6.47
CN(CC(=O)O)CC(=O)O,Sm+++,6.67
CN(CC(=O)O)CC(=O)O,Tm+++,7.35
CN(CC(=O)O)CC(=O)O,Yb+++,7.42
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Ce+++,10.93
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Eu+++,12.86
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Tb+++,13.24
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Dy+++,13.56
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Er+++,13.71
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Gd+++,12.82
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Ho+++,13.57
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Lu+++,14.08
